"Fighter","Opponent","Date","Country","WT_Class","Height","Weight","Birthdate","Team","Nickname","Stance","Reach","Decision","Rnd","Time","Event","Res","SDBL","SDB_A","SDHL","SDH_A","SDLL","SDL_A","TSL","TS_A","SSL","SS_A","X.Total_Strikes","KD","X.BODY","X.HEAD","X.LEG","SCBL","SCB_A","SCHL","SCH_A","SCLL","SCL_A","RV","SR","TDL","TD_A","TDS","X.TK_ACC","SGBL","SGB_A","SGHL","SGH_A","SGLL","SGL_A","AD","ADTB","ADHG","ADTM","ADTS","SM","Southpaw_Stance","Orthodox_Stance","Switch_Stance","Time_Seconds","Total_Fight_Time_Seconds","Decision_Unanimous","KO_TKO","Submission","Decision_Split","No_Contest","Draw","Decision_Majority","TKO_Doctors_Stoppage","Africa","Asia","Europe","North_America","South_America","Oceania","X.Significant_Strikes","X.Clinch_Body_Strikes","X.Clinch_Head_Strikes","X.Clinch_Leg_Strikes","X.Ground_Body_Strikes","X.Ground_Head_Strikes","X.Ground_Leg_Strikes","Results","Continent"
"Alonzo Menifield","Carlos Ulberg",2023-07-08,"USA","Light Heavyweight",72,205,1996-04-27,"Fortis MMA","Atomic","Orthodox",76,"KO/TKO",1,"0:12","UFC Fight Night: Lewis vs. Nascimento","L",0,0,1,4,0,0,1,4,1,4,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,"North America"
"Tabatha Ricci","Tecia Pennington",2023-07-29,"Brazil","Strawweight",61,115,1986-09-09,"Paragon BJJ","Baby Shark","Orthodox",62,"Decision - Split",3,"5:00","UFC Fight Night: Lewis vs. Nascimento","W",6,16,29,100,13,19,94,186,54,143,50,0,47,30,68,3,3,3,5,0,0,0,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37,100,60,0,0,0,0,1,"South America"
"Esteban Ribovics","Terrance McKinney",2023-07-29,"Argentina","Lightweight",70,155,1984-02-12,"Kill Cliff FC","El Gringo","Orthodox",69,"KO/TKO",1,"0:37","UFC Fight Night: Lewis vs. Nascimento","W",0,0,3,8,1,2,5,12,5,12,41,1,50,38,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,41,50,0,0,0,0,0,1,"South America"
"Dan Hooker","Ross Pearson",2023-07-29,"New Zealand","Lightweight",72,155,1987-12-07,"City Kickboxing","The Hangman","Orthodox",75,"KO/TKO",2,"3:02","UFC Fight Night: Lewis vs. Hunt","W",6,8,39,107,23,25,74,146,69,141,50,1,75,37,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,182,482,0,1,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,100,0,1,"Oceania"
"Yana Santos","Marion Reneau",2023-08-19,"Russia","Women's Bantamweight",66,144,1992-02-17,"American Top Team","Foxy","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Lewis vs. Dos Santos","W",10,20,34,134,34,43,113,239,98,223,47,0,68,25,80,17,20,1,2,1,1,0,0,1,1,0,100,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,85,50,100,0,0,100,1,"Asia"
"Matt Schnell","Louis Smolka",2023-08-19,"USA","Flyweight",68,125,1992-12-02,"American Top Team","Danger","Orthodox",70,"Submission",1,"3:18","UFC Fight Night: Lewis vs. Dos Santos","W",1,3,11,35,1,1,16,42,14,40,38,0,50,31,100,1,1,0,0,0,0,1,1,1,1,1,100,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,198,198,0,0,1,0,0,0,0,0,0,0,0,1,0,0,35,100,0,0,0,0,0,1,"North America"
"Belal Muhammad","Stephen Thompson",2023-08-19,"Palestine","Welterweight",71,169,1988-05-17,"Valle Flow Striking","Remember the Name","Orthodox",72,"Decision - Unanimous",3,"5:00","UFC Fight Night: Lewis vs. Daukaus","W",0,0,1,8,1,2,171,271,58,95,63,0,100,61,50,1,1,0,0,0,0,0,0,7,9,0,78,1,1,5,8,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,61,100,0,0,100,62,0,1,"Asia"
"Dontale Mayes","Josh Parisian",2023-08-19,"USA","Heavyweight",78,265,1987-08-03,"Jackson-Wink MMA","Lord Kong","Orthodox",81,"KO/TKO",3,"3:26","UFC Fight Night: Lewis vs. Daukaus","W",6,6,5,17,2,2,117,147,25,41,79,0,100,48,100,2,2,1,1,0,0,0,0,6,8,0,75,0,0,9,13,0,0,0,0,0,0,0,0,0,1,0,206,806,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60,100,100,0,0,69,0,1,"North America"
"Mateusz Gamrot","Diego Ferreira",2023-07-01,"Poland","Lightweight",70,156,1999-06-24,"American Top Team","Gamer","Southpaw",70,"KO/TKO",2,"3:26","UFC Fight Night: Lewis vs. Daukaus","W",4,6,14,44,4,4,31,67,25,58,46,0,71,33,100,0,0,0,0,0,0,0,0,4,7,0,57,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,206,506,0,1,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,100,50,100,1,"Europe"
"Angela Hill","Amanda Lemos",2023-08-19,"USA","Strawweight",63,115,1987-12-18,"Alliance MMA","Overkill","Orthodox",64,"Decision - Split",3,"5:00","UFC Fight Night: Lewis vs. Daukaus","L",8,12,20,69,5,7,74,138,48,106,53,0,72,34,71,10,13,5,5,0,0,1,0,1,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45,76,100,0,0,0,0,0,"North America"
"Gerald Meerschaert","Dustin Stoltzfus",2023-08-19,"USA","Middleweight",73,185,1997-02-03,"Roufusport","GM3","Orthodox",77,"Submission",3,"2:58","UFC Fight Night: Lewis vs. Daukaus","W",2,2,8,19,0,0,19,30,11,22,63,0,100,42,0,1,1,0,0,0,0,0,0,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,178,778,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50,100,0,0,0,0,0,1,"North America"
"Gerald Meerschaert","Ryan Janes",2023-08-19,"USA","Middleweight",73,185,1994-10-24,"Roufusport","GM3","Orthodox",77,"Submission",1,"1:34","UFC Fight Night: Lewis vs. Browne","W",6,8,27,74,0,0,15,29,15,29,51,0,40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,94,94,0,0,1,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0,0,1,"North America"
"Aiemann Zahabi","Reginaldo Vieira",2023-09-09,"Canada","Bantamweight",68,135,1993-11-14,"TriStar Gym","0","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Lewis vs. Browne","W",3,7,36,97,2,2,45,113,44,112,39,1,43,38,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,0,0,60,0,1,"North America"
"Gerald Meerschaert","Joe Gigliotti",2023-09-09,"USA","Middleweight",73,185,1990-04-05,"Roufusport","GM3","Orthodox",77,"Submission",1,"4:12","UFC Fight Night: Lewis vs. Abdurakhimov","W",0,0,0,0,0,0,0,2,36,85,47,1,75,39,0,0,0,3,7,0,0,0,0,0,2,0,0,1,1,2,2,0,0,1,1,1,1,0,1,0,1,0,252,252,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42,0,42,0,100,100,0,1,"North America"
"Steve Garcia","SeungWoo Choi",2023-09-09,"USA","Featherweight",72,144,1992-10-27,"Jackson-Wink MMA","Mean Machine","Orthodox",75,"KO/TKO",1,"1:36","UFC Fight Night: Lemos vs. Jandiroba","W",0,1,2,8,5,6,97,130,14,24,74,0,50,50,83,1,1,0,0,0,0,0,0,5,5,0,100,0,0,6,8,0,0,0,0,0,0,0,3,0,1,0,96,96,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58,100,0,0,0,75,0,1,"North America"
"Preston Parsons","Evan Elder",2023-09-09,"USA","Welterweight",71,169,1989-07-22,"Gracie Barra South Jax","Pressure","Orthodox",71,"Decision - Unanimous",3,"5:00","UFC Fight Night: Lemos vs. Andrade","W",3,3,24,48,6,7,121,160,75,112,75,0,82,64,86,5,7,2,4,0,0,1,0,4,6,0,67,1,1,34,42,0,0,0,0,0,0,0,5,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,66,71,50,0,100,80,0,1,"North America"
"Marcin Prachnio","Philipe Lins",2023-09-09,"Poland","Light Heavyweight",75,205,1993-03-16,"Tatsujin Dojo","Pressure","Orthodox",74,"Decision - Unanimous",3,"5:00","UFC Fight Night: Lemos vs. Andrade","L",19,21,12,41,16,19,116,159,74,117,72,0,92,26,85,25,27,0,7,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,63,92,0,100,0,100,0,0,"Europe"
"Jessica Andrade","Amanda Lemos",2023-09-09,"Brazil","Strawweight",61,115,1993-11-03,"PRVT","Bate Estaca","Orthodox",62,"Submission",1,"3:13","UFC Fight Night: Lemos vs. Andrade","W",1,1,0,3,2,5,3,9,3,9,33,0,100,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,193,193,0,0,1,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,1,"South America"
"Gilbert Burns","Demian Maia",2023-10-21,"Brazil","Welterweight",70,171,1993-05-08,"Kill Cliff FC","Durinho","Orthodox",71,"KO/TKO",1,"2:34","UFC Fight Night: Lee vs. Oliveira","W",1,1,2,4,2,2,14,17,13,16,82,1,100,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,1,0,154,154,0,1,0,0,0,0,0,0,0,0,0,0,1,0,81,0,0,0,0,88,0,1,"South America"
"Bobby Green","Drakkar Klose",2023-10-21,"USA","Lightweight",70,154,2000-07-30,"Icon MMA","King","Orthodox",71,"Decision - Unanimous",3,"5:00","UFC Fight Night: Lee vs. Iaquinta 2","L",16,20,27,75,26,31,110,176,92,154,62,0,87,43,81,10,10,3,4,0,0,0,0,1,4,1,25,4,12,9,12,0,0,5,0,0,0,0,1,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59,100,75,0,33,75,0,0,"North America"
"Dan Hooker","Edson Barboza",2023-10-21,"New Zealand","Lightweight",72,155,1994-05-16,"City Kickboxing","The Hangman","Orthodox",75,"KO/TKO",3,"2:19","UFC Fight Night: Lee vs. Iaquinta 2","L",10,26,58,158,10,14,111,234,81,204,47,0,41,37,71,2,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,739,0,1,0,0,0,0,0,0,0,0,0,0,0,1,39,66,33,0,0,0,0,0,"Oceania"
"Gerald Meerschaert","Jack Hermansson",2023-10-21,"USA","Middleweight",73,185,1994-05-23,"Roufusport","GM3","Orthodox",77,"Submission",1,"4:25","UFC Fight Night: Lee vs. Iaquinta 2","L",0,0,0,1,0,0,1,2,1,2,50,0,100,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,265,265,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50,100,0,0,0,0,0,0,"North America"
"Joel Alvarez","Danilo Belluardo",2023-10-21,"Spain","Lightweight",75,155,1999-01-26,"LifeStyle","El Fenomeno","Orthodox",77,"Decision - Unanimous",3,"5:00","UFC Fight Night: Lee vs. Al Iaquinta 2","L",5,11,25,106,7,9,38,127,38,127,29,0,46,24,78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,100,0,0,0,0,0,"Europe"
"Jared Cannonier","Jan Blachowicz",2023-10-21,"USA","Middleweight",71,185,1995-08-06,"MMA Lab","The Killa Gorilla","Orthodox",77,"Decision - Unanimous",3,"5:00","UFC Fight Night: Lawler vs. dos Anjos","L",1,7,14,62,8,10,41,103,26,87,39,0,12,25,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,50,0,0,"North America"
"Loopy Godinez","Luana Carolina",2023-10-21,"Mexico","Women's Featherweight",62,115,1995-09-07,"Lobo Gym MMA","","Orthodox",61,"Decision - Unanimous",3,"5:00","UFC Fight Night: Ladd vs. Dumont","L",2,5,12,33,3,5,45,76,23,54,59,0,57,38,60,2,2,0,5,0,0,0,0,2,15,0,13,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,42,100,0,0,0,100,0,0,"North America"
"Molly McCann","Taila Santos",2023-10-21,"England","Women's Featherweight",64,116,1995-01-09,"Next Generation UK","Meatball","Orthodox",62,"Decision - Unanimous",3,"5:00","UFC Fight Night: Kattar vs. Ige","L",12,14,21,72,10,10,67,125,48,106,53,0,76,32,100,1,3,4,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,45,33,57,0,0,0,0,0,"Europe"
"Modestas Bukauskas","Andreas Michailidis",2023-11-11,"Lithuania","Light Heavyweight",75,204,1993-04-11,"Gintas Combat","The Baltic Gladiator","Switch",78,"KO/TKO",1,"5:00","UFC Fight Night: Kattar vs. Ige","W",4,6,4,33,3,3,18,49,18,49,36,0,67,28,100,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,300,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36,0,100,0,0,0,0,1,"Europe"
"Ricardo Ramos","Lerone Murphy",2023-11-11,"Brazil","Featherweight",69,146,1993-09-06,"Team Alpha Male","0","Orthodox",72,"KO/TKO",1,"4:18","UFC Fight Night: Kattar vs. Ige","L",1,3,0,13,6,9,10,29,10,29,34,0,33,18,67,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,258,258,0,1,0,0,0,0,0,0,0,0,0,0,1,0,34,0,50,0,0,100,0,0,"South America"
"Gregory Rodrigues","Julian Marquez",2023-11-11,"Brazil","Middleweight",75,185,1995-07-27,"Kill Cliff FC","Robocop","Orthodox",75,"KO/TKO",1,"3:18","UFC Fight Night: Kattar vs. Emmett","W",3,5,30,44,0,0,50,74,49,72,67,3,60,69,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,1,0,198,198,0,1,0,0,0,0,0,0,0,0,0,0,1,0,68,0,50,0,0,76,0,1,"South America"
"Guram Kutateladze","Damir Ismagulov",2023-11-11,"Georgia","Lightweight",71,155,1995-02-21,"Allstars Training Center","Georgian Viking","Orthodox",72,"Decision - Split",3,"5:00","UFC Fight Night: Kattar vs. Emmett","L",17,21,26,124,21,25,80,190,78,187,42,0,85,22,84,10,11,3,5,0,0,0,0,1,7,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,1,0,0,0,0,41,90,60,0,100,0,0,0,"Asia"
"Ricardo Ramos","Danny Chavez",2023-11-18,"Brazil","Featherweight",69,146,1999-06-24,"Team Alpha Male","0","Orthodox",72,"KO/TKO",1,"1:12","UFC Fight Night: Kattar vs. Emmett","W",1,2,3,12,0,0,4,14,4,14,28,1,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,72,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,1,"South America"
"Natalia Silva","Jasmine Jasudavicius",2023-11-11,"Brazil","Women's Flyweight",64,125,1991-09-25,"Team Borracha","0","Southpaw",65,"Decision - Unanimous",3,"5:00","UFC Fight Night: Kattar vs. Emmett","W",17,23,45,122,23,24,120,213,96,185,0,0,75,40,96,1,1,0,0,0,0,0,0,2,3,0,67,0,0,10,15,0,0,0,0,0,0,0,0,1,0,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,51,100,0,0,0,66,0,1,"South America"
"Giga Chikadze","Calvin Kattar",2023-11-11,"Georgia","Featherweight",72,146,1996-01-28,"Kings MMA","Ninja","Orthodox",74,"Decision - Unanimous",5,"5:00","UFC Fight Night: Kattar vs. Chikadze","L",27,41,93,294,7,9,129,348,128,347,37,0,66,32,78,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,1500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,33,0,0,0,0,0,"Asia"
"Steve Garcia","Chase Hooper",2023-11-11,"USA","Featherweight",72,144,1994-12-30,"Jackson-Wink MMA","Mean Machine","Orthodox",75,"KO/TKO",1,"1:32","UFC Fight Night: Kattar vs. Allen","W",0,0,8,34,13,15,133,187,37,68,71,0,100,44,87,0,0,0,0,0,0,1,0,1,1,0,100,1,1,15,18,0,0,0,0,0,0,0,1,0,1,0,92,92,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,100,83,0,1,"North America"
"Daniel Pineda","Alex Caceres",2023-12-16,"USA","Featherweight",67,146,1991-08-25,"4oz Fight Club","The Pit","Orthodox",69,"Decision - Unanimous",3,"5:00","UFC Fight Night: Kara-France vs. Albazi","L",2,3,11,37,9,10,43,74,27,56,58,0,75,36,90,1,1,1,2,0,0,1,0,3,11,0,27,0,0,9,10,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,48,100,50,0,0,90,0,0,"North America"
"Dontale Mayes","Andrei Arlovski",2023-12-16,"USA","Heavyweight",78,265,1995-01-03,"Jackson-Wink MMA","Lord Kong","Orthodox",81,"KO/TKO",2,"3:17","UFC Fight Night: Kara-France vs. Albazi","W",4,14,11,53,7,15,28,91,25,87,30,1,29,24,47,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,197,497,0,1,0,0,0,0,0,0,0,0,0,1,0,0,28,0,100,0,0,50,0,1,"North America"
"Kai Kara-France","Amir Albazi",2023-12-16,"New Zealand","Flyweight",64,125,1987-10-18,"City Kickboxing","Don't Blink","Orthodox",69,"Decision - Split",5,"5:00","UFC Fight Night: Kara-France vs. Albazi","L",20,30,48,208,22,29,133,323,99,283,41,0,67,26,76,0,0,1,2,0,0,0,0,2,2,0,100,0,0,8,14,0,0,0,0,0,0,0,0,0,1,0,300,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34,0,50,0,0,57,0,0,"Oceania"
"Bobby Green","Rashid Magomedov",2023-12-16,"USA","Lightweight",70,154,1990-02-10,"Icon MMA","King","Orthodox",71,"Decision - Split",3,"5:00","UFC Fight Night: Johnson vs. Reis","L",17,23,13,66,30,35,104,176,75,143,59,0,82,20,87,10,10,1,5,4,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52,100,20,100,0,0,0,0,"North America"
"Damon Jackson","Levan Makashvili",2023-12-16,"USA","Featherweight",71,146,1994-12-30,"Fortis MMA","The Leech","Switch",71,"Draw",3,"5:00","UFC Fight Night: Johnson vs. Bader","D",14,28,21,42,7,12,42,84,28,56,50,0,50,50,50,5,10,2,4,1,2,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,300,900,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,50,50,50,50,0,50,0,"North America"
"Marlon Vera","Andre Ewell",2023-12-16,"Ecuador","Bantamweight",68,136,1997-10-07,"RVCA","Chito","Switch",70,"KO/TKO",3,"3:17","UFC Fight Night: Joanna vs. Waterson","W",13,19,20,54,18,22,87,140,80,133,62,0,73,49,83,6,7,7,12,0,2,0,0,0,1,0,0,0,0,14,17,0,0,0,0,0,0,0,2,0,0,1,197,797,0,1,0,0,0,0,0,0,0,0,0,0,1,0,60,85,58,0,0,82,0,1,"South America"
"Deiveson Figueiredo","Tim Elliott",2024-01-20,"Brazil","Bantamweight",65,135,1996-04-30,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Submission",1,"3:08","UFC Fight Night: Joanna vs. Waterson","W",0,0,6,10,0,0,8,13,8,13,61,0,0,62,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,188,188,0,0,1,0,0,0,0,0,0,0,0,0,1,0,61,0,66,0,0,0,0,1,"South America"
"Mackenzie Dern","Amanda Ribas",2024-01-20,"USA","Women's Featherweight",64,115,1994-01-14,"RVCA","","Orthodox",63,"Submission",1,"3:39","UFC Fight Night: Joanna vs. Waterson","L",0,0,1,5,1,1,11,17,9,13,64,0,100,60,100,0,0,0,0,0,0,1,0,0,0,0,0,2,2,5,5,0,0,1,0,0,0,5,5,0,1,0,219,219,0,0,1,0,0,0,0,0,0,0,0,1,0,0,69,0,0,0,100,100,0,0,"North America"
"Gerald Meerschaert","Eryk Anders",2024-01-20,"USA","Middleweight",73,185,1987-08-03,"Roufusport","GM3","Orthodox",77,"Decision - Split",3,"5:00","UFC Fight Night: Joanna vs. Waterson","L",13,14,55,184,3,3,72,202,72,202,35,0,93,30,100,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35,0,100,0,0,0,0,0,"North America"
"Michael Chiesa","Joe Lauzon",2024-02-17,"USA","Welterweight",73,170,1997-12-19,"Sikjitsu","Maverick","Southpaw",75,"Decision - Split",3,"5:00","UFC Fight Night: Jacare vs. Mousasi","L",6,9,34,97,1,1,98,173,59,128,56,0,69,42,100,3,4,3,4,1,1,0,57,4,7,1,57,0,0,11,12,0,0,4,2,1,0,1,0,1,0,0,300,900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,46,75,75,100,0,91,0,0,"North America"
"Cory Sandhagen","John Lineker",2024-02-17,"USA","Bantamweight",71,136,1995-08-02,"Elevation Fight Team","","Switch",70,"Decision - Split",3,"5:00","UFC Fight Night: Jacare vs. Hermansson","W",16,23,71,216,32,34,128,283,120,275,45,0,70,33,94,0,0,1,2,0,0,0,0,2,4,1,50,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,300,900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43,0,50,0,0,0,0,1,"North America"
"Angela Hill","Jodie Esquibel",2024-02-17,"USA","Strawweight",63,115,1996-09-21,"Alliance MMA","Overkill","Orthodox",64,"Decision - Unanimous",3,"5:00","UFC Fight Night: Jacare vs. Hermansson","W",25,32,75,184,3,3,118,237,117,236,49,0,81,43,100,5,5,7,10,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,49,100,70,100,0,100,0,1,"North America"
"Gilbert Burns","Mike Davis",2024-02-17,"Brazil","Welterweight",70,171,1991-01-10,"Kill Cliff FC","Durinho","Orthodox",71,"Submission",2,"4:15","UFC Fight Night: Jacare vs. Hermansson","W",3,5,16,47,9,10,81,122,49,87,66,0,67,51,90,0,0,4,5,0,0,0,0,3,6,0,50,1,1,16,19,0,0,4,3,1,1,0,1,0,1,0,255,555,0,0,1,0,0,0,0,0,0,0,0,0,1,0,56,0,80,0,100,84,0,1,"South America"
"Bobby Green","Erik Koch",2024-03-09,"USA","Lightweight",70,154,1991-02-18,"Icon MMA","King","Orthodox",71,"Decision - Unanimous",3,"5:00","UFC Fight Night: Jacare vs. Brunson 2","W",26,39,18,75,11,14,134,220,110,194,60,0,77,41,86,14,14,15,20,8,8,1,0,1,5,0,20,15,21,15,21,0,0,2,0,0,0,0,2,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,56,100,75,100,71,71,0,1,"North America"
"Cory Sandhagen","Austin Arnett",2024-03-09,"USA","Bantamweight",71,136,1995-02-22,"Elevation Fight Team","","Switch",70,"KO/TKO",2,"3:48","UFC Fight Night: Jacare vs. Brunson 2","W",13,18,22,61,10,11,108,179,80,147,60,1,72,45,91,7,11,13,22,0,0,1,0,1,1,1,100,3,3,12,21,0,0,1,0,1,0,0,0,0,0,1,228,528,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,63,59,0,100,57,0,1,"North America"
"Serghei Spivac","Walt Harris",2024-03-09,"Moldova","Heavyweight",75,256,1992-12-02,"Polar Bear Team","Polar Bear","Orthodox",78,"KO/TKO",1,"0:50","UFC Fight Night: Iaquinta vs. Cowboy","L",0,0,0,2,1,1,1,3,1,3,33,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,"Europe"
"Kyle Nelson","Matt Sayles",2024-03-09,"Canada","Featherweight",71,145,1990-12-11,"House Of Champions","The Monster","Switch",71,"Submission",3,"3:16","UFC Fight Night: Iaquinta vs. Cowboy","L",8,9,16,77,0,0,32,103,26,93,31,0,73,22,100,0,2,2,5,0,0,0,0,2,10,0,20,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,196,796,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27,0,40,0,0,0,0,0,"North America"
"Aiemann Zahabi","Vince Morales",2024-03-09,"Canada","Bantamweight",68,135,1986-07-20,"TriStar Gym","0","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Iaquinta vs. Cowboy","L",8,13,14,62,5,6,29,83,28,82,34,0,64,23,83,1,1,0,0,0,0,0,0,1,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,34,100,0,0,0,0,0,0,"North America"
"Merab Dvalishvili","Brad Katona",2024-03-09,"Georgia","Bantamweight",66,135,1994-10-24,"Serra-Longo Fight Team","The Machine","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Iaquinta vs. Cowboy","W",3,7,15,51,6,7,215,274,55,102,78,0,60,51,86,2,2,2,3,0,0,0,0,5,9,0,56,1,1,26,31,0,0,3,0,3,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,53,100,66,0,100,83,0,1,"Asia"
"Marcin Prachnio","Magomed Ankalaev",2024-04-13,"Poland","Light Heavyweight",75,205,1986-09-09,"Tatsujin Dojo","Pressure","Orthodox",74,"KO/TKO",1,"3:09","UFC Fight Night: Hunt vs. Oleinik","L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189,189,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
